siteName,theme,industry,colorScheme,localDesign,referoUrl
Frontify,light,design,light,docs/refero/styles/frontify-8f42603d/DESIGN.md,https://styles.refero.design/style/8f42603d-7ff9-446e-99a3-6bdd1f388ae5
Fuser,light,ai,light,docs/refero/styles/fuser-bf5616e4/DESIGN.md,https://styles.refero.design/style/bf5616e4-7bd1-40ce-8b2d-aae84c2e4ebd
Changelog,dark,devtools,dark,docs/refero/styles/changelog-a5cc9b0f/DESIGN.md,https://styles.refero.design/style/a5cc9b0f-d274-458a-b990-d18482b70838
HoneyBook,light,saas,light,docs/refero/styles/honeybook-26dac924/DESIGN.md,https://styles.refero.design/style/26dac924-d1c8-4097-af0f-0417ccb12128
Liquid Ideas,light,design,light,docs/refero/styles/liquid-ideas-2ca88a8f/DESIGN.md,https://styles.refero.design/style/2ca88a8f-fd06-4e2c-8ff5-7e1bd37e37eb
Midjourney,dark,ai,dark,docs/refero/styles/midjourney-225059ac/DESIGN.md,https://styles.refero.design/style/225059ac-0450-49d3-b2b7-d0e98b7ae938
Lovi,light,other,light,docs/refero/styles/lovi-51a9246f/DESIGN.md,https://styles.refero.design/style/51a9246f-9238-47dd-b254-48983b8713a2
Grafbase,light,devtools,light,docs/refero/styles/grafbase-1c1d3939/DESIGN.md,https://styles.refero.design/style/1c1d3939-8d82-4907-aa3c-c9b2fcfbab4f
Wispr Flow,light,productivity,light,docs/refero/styles/wispr-flow-ac53825c/DESIGN.md,https://styles.refero.design/style/ac53825c-1e06-4ae0-8489-cace5c5e0339
Flowmapp,light,design,light,docs/refero/styles/flowmapp-caca412f/DESIGN.md,https://styles.refero.design/style/caca412f-7fc7-4510-aacc-5664d4f8ce9f
Lpalo,light,media,light,docs/refero/styles/lpalo-79b4ebc4/DESIGN.md,https://styles.refero.design/style/79b4ebc4-30f6-45b6-b2d2-922e28e05ca9
Simon Foster,light,design,light,docs/refero/styles/simon-foster-79d341db/DESIGN.md,https://styles.refero.design/style/79d341db-8d54-46cd-9d22-2cc576548cfc
Speakeasy,light,ai,light,docs/refero/styles/speakeasy-a0244aab/DESIGN.md,https://styles.refero.design/style/a0244aab-0dba-45fe-a595-416c1f0715be
Tatem,dark,productivity,dark,docs/refero/styles/tatem-cb6e4ab0/DESIGN.md,https://styles.refero.design/style/cb6e4ab0-b8fe-45b0-bd22-6339b073e26d
Dries Bos,light,other,light,docs/refero/styles/dries-bos-6d0db1c7/DESIGN.md,https://styles.refero.design/style/6d0db1c7-5500-40cd-b2f3-d3d9abbd3a2f
basement.studio,dark,agency,dark,docs/refero/styles/basement-studio-e06224b2/DESIGN.md,https://styles.refero.design/style/e06224b2-6d52-4d06-bbde-115cec719b47
Huy Phan,light,agency,light,docs/refero/styles/huy-phan-6bc0dff4/DESIGN.md,https://styles.refero.design/style/6bc0dff4-b803-4e0c-a8f5-bef016843ae8
mostlikely,light,design,light,docs/refero/styles/mostlikely-4040f97b/DESIGN.md,https://styles.refero.design/style/4040f97b-42cf-49ef-ab2d-a77c00fe8285
Navigate,dark,crypto,dark,docs/refero/styles/navigate-045e9f2b/DESIGN.md,https://styles.refero.design/style/045e9f2b-91d3-44cc-bc99-1ce5f3fd4ed6
Marcos Rodrigues,dark,design,dark,docs/refero/styles/marcos-rodrigues-b76c7503/DESIGN.md,https://styles.refero.design/style/b76c7503-0217-4822-80b2-18fa19af46ee
Linktr,light,productivity,light,docs/refero/styles/linktr-b04c379c/DESIGN.md,https://styles.refero.design/style/b04c379c-7c33-4d69-8882-8d85d7768654
Calendly.com,light,productivity,light,docs/refero/styles/calendly-com-9946887b/DESIGN.md,https://styles.refero.design/style/9946887b-ffa9-4276-af81-ae6352795afb
EVOKE,light,design,light,docs/refero/styles/evoke-a69de146/DESIGN.md,https://styles.refero.design/style/a69de146-6ff1-4ea8-b4a4-9d182ca2de31
Arcade,light,design,light,docs/refero/styles/arcade-f65b0b91/DESIGN.md,https://styles.refero.design/style/f65b0b91-bdd1-458d-8775-2f6fa8a9d4b1
Wonder,dark,devtools,dark,docs/refero/styles/wonder-c81d2be0/DESIGN.md,https://styles.refero.design/style/c81d2be0-05b7-4755-8046-f2d19fbc448c
N8n,dark,devtools,dark,docs/refero/styles/n8n-8601c8ef/DESIGN.md,https://styles.refero.design/style/8601c8ef-e1ea-4186-adb2-6f9a74caf436
BASIC/DEPT®,light,agency,light,docs/refero/styles/basic-dept-7bd31579/DESIGN.md,https://styles.refero.design/style/7bd31579-aec1-485c-91cf-72bbdfac40cd
Conway,dark,saas,dark,docs/refero/styles/conway-b8ba443e/DESIGN.md,https://styles.refero.design/style/b8ba443e-5d83-4f37-b8c6-a1acd7623d0c
OFF+BRAND.,light,agency,light,docs/refero/styles/off-brand-6b667ffc/DESIGN.md,https://styles.refero.design/style/6b667ffc-5158-4000-9252-3a107d5161ee
Employment Hero,light,saas,light,docs/refero/styles/employment-hero-f4ebfdf4/DESIGN.md,https://styles.refero.design/style/f4ebfdf4-c79c-4d95-8221-9330254fb1f9
Ease Health,light,other,light,docs/refero/styles/ease-health-e9f5e976/DESIGN.md,https://styles.refero.design/style/e9f5e976-53f7-42f5-a882-4e63b3c2f734
Someone & Others,light,agency,light,docs/refero/styles/someone-and-others-9fecf7d6/DESIGN.md,https://styles.refero.design/style/9fecf7d6-b717-49ca-8edc-b10d6110b21c
Egstad,light,design,light,docs/refero/styles/egstad-ec17bdec/DESIGN.md,https://styles.refero.design/style/ec17bdec-c8fa-4221-abd6-da717bf38d96
Function,light,other,light,docs/refero/styles/function-21b71be3/DESIGN.md,https://styles.refero.design/style/21b71be3-78a0-4681-a5b9-64cc4b40eb67
Clerk,mixed,devtools,both,docs/refero/styles/clerk-ed10ae04/DESIGN.md,https://styles.refero.design/style/ed10ae04-24ec-4e42-9bf2-ea12a4b58d67
Monocle,light,media,light,docs/refero/styles/monocle-9165ecb1/DESIGN.md,https://styles.refero.design/style/9165ecb1-f068-4093-8783-1f3c98898b8a
WRDLSS,light,design,light,docs/refero/styles/wrdlss-a8dd9e77/DESIGN.md,https://styles.refero.design/style/a8dd9e77-f499-4c90-8dc9-38940ad7bf47
Copy,light,saas,light,docs/refero/styles/copy-1ae4bcfe/DESIGN.md,https://styles.refero.design/style/1ae4bcfe-c613-42fc-aab7-f9583381e7cc
Parallel Web Systems,light,devtools,light,docs/refero/styles/parallel-web-systems-32845f27/DESIGN.md,https://styles.refero.design/style/32845f27-6b24-48be-af25-8e664f826b30
Palantir IR,dark,other,dark,docs/refero/styles/palantir-ir-6bc3526f/DESIGN.md,https://styles.refero.design/style/6bc3526f-0a25-4198-8a57-07872946988e
Ballpark,light,other,light,docs/refero/styles/ballpark-9342e89b/DESIGN.md,https://styles.refero.design/style/9342e89b-c2fe-4acf-9993-53b44e0c13b5
FLORA,dark,ai,dark,docs/refero/styles/flora-cf8cd07d/DESIGN.md,https://styles.refero.design/style/cf8cd07d-bff0-41dc-ab70-fa85750f6168
Nathan Smith,dark,agency,dark,docs/refero/styles/nathan-smith-969b879e/DESIGN.md,https://styles.refero.design/style/969b879e-166b-4c1f-9c33-e44fa643188c
ClickUp™,light,productivity,light,docs/refero/styles/clickuptm-efcb73cb/DESIGN.md,https://styles.refero.design/style/efcb73cb-b84a-4ae7-9a2b-e1116f79f130
Neuralink,dark,ai,dark,docs/refero/styles/neuralink-7510b18e/DESIGN.md,https://styles.refero.design/style/7510b18e-63c3-4c2a-97c3-39fa7dfa6ae3
Typeform,mixed,saas,both,docs/refero/styles/typeform-a0d54731/DESIGN.md,https://styles.refero.design/style/a0d54731-58dc-448b-a6b0-ed543f397ab1
ToDesktop,mixed,devtools,both,docs/refero/styles/todesktop-dd89ce6c/DESIGN.md,https://styles.refero.design/style/dd89ce6c-f0aa-4ca8-bd63-19dcd81920a7
Volume,light,media,light,docs/refero/styles/volume-edc0c03e/DESIGN.md,https://styles.refero.design/style/edc0c03e-8c20-4e22-badd-2735fcb9f4a8
Sprout Social,dark,saas,dark,docs/refero/styles/sprout-social-da7c4464/DESIGN.md,https://styles.refero.design/style/da7c4464-f135-41fc-b635-99c6f4dc58e6
Warp,dark,devtools,dark,docs/refero/styles/warp-720c9806/DESIGN.md,https://styles.refero.design/style/720c9806-2d70-4dd1-9a19-12efd71fc742
The Leap,light,other,light,docs/refero/styles/the-leap-6b201ccd/DESIGN.md,https://styles.refero.design/style/6b201ccd-16ae-4c2d-84bb-498f7cb568dd
Refero,light,design,light,docs/refero/styles/refero-3f296d6e/DESIGN.md,https://styles.refero.design/style/3f296d6e-6a1c-45db-829b-afb078d49ab4
Mintlify,light,devtools,light,docs/refero/styles/mintlify-80d7ef36/DESIGN.md,https://styles.refero.design/style/80d7ef36-ed7e-48bb-b558-f772eb40106f
Clyde,dark,saas,dark,docs/refero/styles/clyde-39098e34/DESIGN.md,https://styles.refero.design/style/39098e34-b911-4ad3-bcb5-ee80a392cd95
Gt-maru,light,design,light,docs/refero/styles/gt-maru-d0771b1e/DESIGN.md,https://styles.refero.design/style/d0771b1e-15de-4bdb-868a-557cf83cf2a8
Seed,light,other,light,docs/refero/styles/seed-cd723d5a/DESIGN.md,https://styles.refero.design/style/cd723d5a-e7ea-4e4c-a3bb-6cf56e05057a
Fingerprint,light,devtools,light,docs/refero/styles/fingerprint-da6ad92d/DESIGN.md,https://styles.refero.design/style/da6ad92d-4f29-4f92-a59a-3a46295d0d1c
Frontier AI LLMs,light,ai,light,docs/refero/styles/frontier-ai-llms-d3caa7bf/DESIGN.md,https://styles.refero.design/style/d3caa7bf-2e2e-489a-845d-5cab274e7a92
Figma,light,design,light,docs/refero/styles/figma-60793669/DESIGN.md,https://styles.refero.design/style/60793669-28e2-41bd-bf9d-972151630f7c
Superpower,light,other,light,docs/refero/styles/superpower-5d34568d/DESIGN.md,https://styles.refero.design/style/5d34568d-4bdc-445d-a527-c6f5249fa8fb
Atlas Card,dark,fintech,dark,docs/refero/styles/atlas-card-3f6ef3c1/DESIGN.md,https://styles.refero.design/style/3f6ef3c1-f98f-4cd9-bdf0-545059758705
Handshake,light,ai,light,docs/refero/styles/handshake-dba3eb4f/DESIGN.md,https://styles.refero.design/style/dba3eb4f-c1c2-437f-beb2-708e9d074729
Uber,light,other,light,docs/refero/styles/uber-caf8d2ef/DESIGN.md,https://styles.refero.design/style/caf8d2ef-4173-4431-9d26-05be0272e9f8
makkaihang design,dark,design,dark,docs/refero/styles/makkaihang-design-adbdc8b1/DESIGN.md,https://styles.refero.design/style/adbdc8b1-be46-4d4c-a973-5022f6fd381e
Lightdash,light,ai,light,docs/refero/styles/lightdash-d0f65d12/DESIGN.md,https://styles.refero.design/style/d0f65d12-a8e6-4631-99f7-bb7cdcd5b6c5
Factory.ai,light,ai,light,docs/refero/styles/factory-ai-13d6fc89/DESIGN.md,https://styles.refero.design/style/13d6fc89-eba2-4724-ac37-20f4f2e5efec
Vibrants,light,ecommerce,light,docs/refero/styles/vibrants-f73ce3e0/DESIGN.md,https://styles.refero.design/style/f73ce3e0-4452-4b21-b36f-6fde27de2cd6
SEEN,light,media,light,docs/refero/styles/seen-a6d5cb26/DESIGN.md,https://styles.refero.design/style/a6d5cb26-75f6-4be5-95a4-67567a1e429d
Designer Fashion,light,ecommerce,light,docs/refero/styles/designer-fashion-e9791a47/DESIGN.md,https://styles.refero.design/style/e9791a47-474b-4bd6-8957-b16fb4728d4a
Stripe Press,dark,media,dark,docs/refero/styles/stripe-press-54f257e9/DESIGN.md,https://styles.refero.design/style/54f257e9-1d6b-4410-b94a-1dfe648ecc87
Wise Design,mixed,design,both,docs/refero/styles/wise-design-c5326639/DESIGN.md,https://styles.refero.design/style/c5326639-873a-4257-ad1a-7da9111e9286
Discord,dark,productivity,dark,docs/refero/styles/discord-faec4b0c/DESIGN.md,https://styles.refero.design/style/faec4b0c-cf93-4150-97de-0a8e7eed1840
ldd,light,agency,light,docs/refero/styles/ldd-e186e08f/DESIGN.md,https://styles.refero.design/style/e186e08f-e7ce-4b48-bd65-68bc300d2193
sunday,light,fintech,light,docs/refero/styles/sunday-d703d9f7/DESIGN.md,https://styles.refero.design/style/d703d9f7-4821-468e-8fe4-c8b5790b00ed
monday.com,light,saas,light,docs/refero/styles/monday-com-77ee57e9/DESIGN.md,https://styles.refero.design/style/77ee57e9-9f8e-4ec1-93f7-cc1c4b84307a
HubSpot,light,saas,light,docs/refero/styles/hubspot-3e100552/DESIGN.md,https://styles.refero.design/style/3e100552-a8ad-4179-b89a-6aa5113b92e1
UNVEIL®,light,agency,light,docs/refero/styles/unveil-48f3fc9d/DESIGN.md,https://styles.refero.design/style/48f3fc9d-f423-4774-aea5-9a3d68e39b54
Mesh,dark,productivity,dark,docs/refero/styles/mesh-1a03b8d7/DESIGN.md,https://styles.refero.design/style/1a03b8d7-9204-4c16-ad3c-16306f99fba9
DNA,dark,fintech,dark,docs/refero/styles/dna-bd9fdad0/DESIGN.md,https://styles.refero.design/style/bd9fdad0-ebe6-4546-a5c0-ed132ed0a471
Flighty,light,productivity,light,docs/refero/styles/flighty-0d0de64c/DESIGN.md,https://styles.refero.design/style/0d0de64c-1891-4984-9e12-8976e042ce11
Joshuakaplan,light,design,light,docs/refero/styles/joshuakaplan-67d00e1e/DESIGN.md,https://styles.refero.design/style/67d00e1e-8b8e-4fe7-8e3f-2b462125a22a
Equals,light,saas,light,docs/refero/styles/equals-dae7cbf2/DESIGN.md,https://styles.refero.design/style/dae7cbf2-0485-433b-8f63-eea8716ad14d
Aaply,light,productivity,light,docs/refero/styles/aaply-357e6fee/DESIGN.md,https://styles.refero.design/style/357e6fee-72db-40cf-b858-254b802018bd
Yung Studio,dark,agency,dark,docs/refero/styles/yung-studio-2d43b251/DESIGN.md,https://styles.refero.design/style/2d43b251-ad01-4e59-9068-502457aa0592
Good Glyphs,light,design,light,docs/refero/styles/good-glyphs-41220ec0/DESIGN.md,https://styles.refero.design/style/41220ec0-ca0d-4697-a2fc-7a9a50d52e7c
21n,light,other,light,docs/refero/styles/21n-68d18deb/DESIGN.md,https://styles.refero.design/style/68d18deb-bb09-4258-8024-001af9c844c0
AndAgain,dark,agency,dark,docs/refero/styles/andagain-ab2a0b58/DESIGN.md,https://styles.refero.design/style/ab2a0b58-377d-4674-986e-4abbdf6c49ed
Spotify,dark,media,dark,docs/refero/styles/spotify-1514a95f/DESIGN.md,https://styles.refero.design/style/1514a95f-878c-4d4d-bb14-99d1b83f6227
FRANKY'S,dark,ecommerce,dark,docs/refero/styles/franky-s-7c84da5d/DESIGN.md,https://styles.refero.design/style/7c84da5d-b7a0-436f-bfaa-68d0a14f8e86
Portfolio Cyd Stumpel,light,design,light,docs/refero/styles/portfolio-cyd-stumpel-016caeb7/DESIGN.md,https://styles.refero.design/style/016caeb7-7150-47a8-b6b2-c6a3192c616a
Kobu,light,other,light,docs/refero/styles/kobu-355d4b38/DESIGN.md,https://styles.refero.design/style/355d4b38-1a53-4544-911e-0f5073ab836b
Creative Giants,light,agency,light,docs/refero/styles/creative-giants-ff8f39ee/DESIGN.md,https://styles.refero.design/style/ff8f39ee-a10e-4a9d-a94d-6993c6084060
Orson,light,agency,light,docs/refero/styles/orson-37215d07/DESIGN.md,https://styles.refero.design/style/37215d07-9e4e-4cef-ad58-65d111caba19
Dylanbrouwer,light,design,light,docs/refero/styles/dylanbrouwer-b1e82907/DESIGN.md,https://styles.refero.design/style/b1e82907-d1cf-46cd-8ae7-3561c5b15fd0
Upstash,light,devtools,light,docs/refero/styles/upstash-e050061c/DESIGN.md,https://styles.refero.design/style/e050061c-346d-44cc-92ba-6b22beb4a91f
Craftwork,light,agency,light,docs/refero/styles/craftwork-47c9e353/DESIGN.md,https://styles.refero.design/style/47c9e353-bed3-4d6c-8316-63a2db5cc377
Desktop.fm,light,media,light,docs/refero/styles/desktop-fm-cb266ff9/DESIGN.md,https://styles.refero.design/style/cb266ff9-f168-4a42-a522-f0e84508f90f
Until App,light,productivity,light,docs/refero/styles/until-app-9a453290/DESIGN.md,https://styles.refero.design/style/9a453290-9b32-46f3-b9c2-768c85da3aef
WHOOP,mixed,other,both,docs/refero/styles/whoop-05053a60/DESIGN.md,https://styles.refero.design/style/05053a60-1964-4154-9d58-ebdf6352ed3a
Warp,dark,devtools,dark,docs/refero/styles/warp-79714b4e/DESIGN.md,https://styles.refero.design/style/79714b4e-c89a-44b3-8da4-931daa9a466f
Hume AI,light,ai,light,docs/refero/styles/hume-ai-2e67105f/DESIGN.md,https://styles.refero.design/style/2e67105f-9f9a-45b5-9281-29734e753bd6
Healthy Together,mixed,fintech,both,docs/refero/styles/healthy-together-d577e44e/DESIGN.md,https://styles.refero.design/style/d577e44e-bc63-4cbe-b759-25262d089b95
Grok,light,ai,light,docs/refero/styles/grok-bbb993bc/DESIGN.md,https://styles.refero.design/style/bbb993bc-1452-4a22-8cc9-a44b91d79723
Revenuecat,light,devtools,light,docs/refero/styles/revenuecat-b5fdba21/DESIGN.md,https://styles.refero.design/style/b5fdba21-fd4d-427e-b551-1e22c51e42db
entire studios,light,ecommerce,light,docs/refero/styles/entire-studios-cef25151/DESIGN.md,https://styles.refero.design/style/cef25151-078c-4631-8f02-4f204f071b8b
Worth Agency,light,agency,light,docs/refero/styles/worth-agency-906ef782/DESIGN.md,https://styles.refero.design/style/906ef782-4be7-45ee-9800-0514d46e7518
Podia,light,saas,light,docs/refero/styles/podia-342f1c3b/DESIGN.md,https://styles.refero.design/style/342f1c3b-a123-49b6-a980-3491bc7793db
OpenAI Developers,light,ai,light,docs/refero/styles/openai-developers-5c94c49f/DESIGN.md,https://styles.refero.design/style/5c94c49f-0612-4261-842c-e1d501f3e13d
247Studio,light,agency,light,docs/refero/styles/247studio-c43237e3/DESIGN.md,https://styles.refero.design/style/c43237e3-dae2-4fc6-a917-519b25c870e5
Standards,light,design,light,docs/refero/styles/standards-62b22816/DESIGN.md,https://styles.refero.design/style/62b22816-2d98-4e98-9c17-bf600ddb2fc8
Haley Park,dark,design,dark,docs/refero/styles/haley-park-c47654a9/DESIGN.md,https://styles.refero.design/style/c47654a9-7d7a-4b2c-8e0a-cd9296719c69
Figma Config,dark,design,dark,docs/refero/styles/figma-config-8caa5004/DESIGN.md,https://styles.refero.design/style/8caa5004-a8cc-4c7e-a2bb-00ff60618729
Webflow,light,devtools,light,docs/refero/styles/webflow-31471407/DESIGN.md,https://styles.refero.design/style/31471407-598a-45fd-a505-d921980d8855
Dropbox.com,light,saas,light,docs/refero/styles/dropbox-com-2b41e7c4/DESIGN.md,https://styles.refero.design/style/2b41e7c4-1e8c-4ea2-a87f-51e24c57886e
Coinbase,light,crypto,light,docs/refero/styles/coinbase-df5e2be4/DESIGN.md,https://styles.refero.design/style/df5e2be4-c2bd-42bb-bbc7-409bae6355c3
Base Design,light,agency,light,docs/refero/styles/base-design-6be758be/DESIGN.md,https://styles.refero.design/style/6be758be-344f-4301-8ff9-60706356ea00
Patrick Miller,mixed,design,both,docs/refero/styles/patrick-miller-bb63a015/DESIGN.md,https://styles.refero.design/style/bb63a015-b018-4bd9-be66-0973ac6be753
mmm.page,light,design,light,docs/refero/styles/mmm-page-e6a3facd/DESIGN.md,https://styles.refero.design/style/e6a3facd-791c-4cc6-868d-2c6382d3cb0a
Plain,light,saas,light,docs/refero/styles/plain-9501cfdc/DESIGN.md,https://styles.refero.design/style/9501cfdc-3eb3-4b64-90f6-9afdded48945
Danny Garcia,dark,other,dark,docs/refero/styles/danny-garcia-08b780cc/DESIGN.md,https://styles.refero.design/style/08b780cc-0fe3-4c53-8e93-27369bd7b032
ClickHouse,dark,devtools,dark,docs/refero/styles/clickhouse-bd96c1a6/DESIGN.md,https://styles.refero.design/style/bd96c1a6-32ba-42e0-bd5c-23c70a23142c
Chester's Garden,light,agency,light,docs/refero/styles/chester-s-garden-a639fa6c/DESIGN.md,https://styles.refero.design/style/a639fa6c-1705-47c2-b452-d4479469a734
Foodnoms,light,other,light,docs/refero/styles/foodnoms-1e7dae3b/DESIGN.md,https://styles.refero.design/style/1e7dae3b-cb34-4fcf-8c32-051152aebbab
Tomorrow Happens,light,design,light,docs/refero/styles/tomorrow-happens-cc91392f/DESIGN.md,https://styles.refero.design/style/cc91392f-c6df-4023-b7d5-607d9e5c3e77
JetBrains,dark,devtools,dark,docs/refero/styles/jetbrains-bc4fb98b/DESIGN.md,https://styles.refero.design/style/bc4fb98b-37ec-480a-b7a9-acd197cbebb9
Antonio Uve,light,design,light,docs/refero/styles/antonio-uve-532e9418/DESIGN.md,https://styles.refero.design/style/532e9418-5b63-4465-9d7e-b1e2490023c5
Tesla,light,other,light,docs/refero/styles/tesla-7266b546/DESIGN.md,https://styles.refero.design/style/7266b546-2fb0-465c-acd6-79001c39829a
Integrated Biosciences,mixed,ai,both,docs/refero/styles/integrated-biosciences-80099f79/DESIGN.md,https://styles.refero.design/style/80099f79-72b7-4367-b2e9-6a3d4a3e9e6a
Sougen,light,other,light,docs/refero/styles/sougen-20c01a33/DESIGN.md,https://styles.refero.design/style/20c01a33-fded-4094-8450-6114b1508a30
ATMOS,light,other,light,docs/refero/styles/atmos-36cba9c4/DESIGN.md,https://styles.refero.design/style/36cba9c4-9852-4f59-a52d-17be741f6ed8
Artem Militonian,light,design,light,docs/refero/styles/artem-militonian-c1749391/DESIGN.md,https://styles.refero.design/style/c1749391-de9f-4500-a838-01d08a72fc00
Glow,light,fintech,light,docs/refero/styles/glow-6d9b6fe6/DESIGN.md,https://styles.refero.design/style/6d9b6fe6-51f4-4978-82dd-a791c28db5cf
Hex,light,ai,light,docs/refero/styles/hex-3e32db74/DESIGN.md,https://styles.refero.design/style/3e32db74-a61d-4e72-93b8-1fb949af2c00
